A138BU1VWM2RKN:3NVC2EB65RHWZRQIQM4QR6YOZVZ3Y0,initialized,0,,1446142293441
A138BU1VWM2RKN:3NVC2EB65RHWZRQIQM4QR6YOZVZ3Y0,window_resize,0,"[1024, 720]",1446142293441
A138BU1VWM2RKN:3NVC2EB65RHWZRQIQM4QR6YOZVZ3Y0,window_resize,70759,"[840, 678]",1446142364200
A138BU1VWM2RKN:3NVC2EB65RHWZRQIQM4QR6YOZVZ3Y0,window_resize,1692,"[1024, 685]",1446142365892
A138BU1VWM2RKN:3NVC2EB65RHWZRQIQM4QR6YOZVZ3Y0,window_resize,239937,"[840, 678]",1446142605829
A138BU1VWM2RKN:3NVC2EB65RHWZRQIQM4QR6YOZVZ3Y0,window_resize,3200,"[1024, 685]",1446142609029
A138BU1VWM2RKN:3NVC2EB65RHWZRQIQM4QR6YOZVZ3Y0,window_resize,189943,"[840, 678]",1446142798972
A138BU1VWM2RKN:3NVC2EB65RHWZRQIQM4QR6YOZVZ3Y0,window_resize,12584,"[1024, 685]",1446142811556
A138BU1VWM2RKN:3NVC2EB65RHWZRQIQM4QR6YOZVZ3Y0,window_resize,167079,"[840, 678]",1446142978635
A138BU1VWM2RKN:3NVC2EB65RHWZRQIQM4QR6YOZVZ3Y0,window_resize,1882,"[1024, 685]",1446142980517
A138BU1VWM2RKN:3NVC2EB65RHWZRQIQM4QR6YOZVZ3Y0,window_resize,166229,"[840, 678]",1446143146746
A138BU1VWM2RKN:3NVC2EB65RHWZRQIQM4QR6YOZVZ3Y0,window_resize,3485,"[1024, 685]",1446143150231
A138BU1VWM2RKN:3NVC2EB65RHWZRQIQM4QR6YOZVZ3Y0,window_resize,308320,"[840, 678]",1446143458551
A1BIJGB7XA0GME:3ZSY5X72NYTCOF7IVPWO7D32R06OR6,initialized,0,,1446151653972
A1BIJGB7XA0GME:3ZSY5X72NYTCOF7IVPWO7D32R06OR6,window_resize,1,"[1024, 722]",1446151653973
A1BIJGB7XA0GME:3ZSY5X72NYTCOF7IVPWO7D32R06OR6,window_resize,63817,"[834, 662]",1446151717790
A1BIJGB7XA0GME:3ZSY5X72NYTCOF7IVPWO7D32R06OR6,window_resize,377524,"[1366, 678]",1446152095314
A1BIJGB7XA0GME:3ZSY5X72NYTCOF7IVPWO7D32R06OR6,window_resize,138083,"[834, 662]",1446152233397
A1BIJGB7XA0GME:3ZSY5X72NYTCOF7IVPWO7D32R06OR6,focus,107799,off,1446152341196
A1BIJGB7XA0GME:3ZSY5X72NYTCOF7IVPWO7D32R06OR6,focus,15362,on,1446152356558
A1BIJGB7XA0GME:3ZSY5X72NYTCOF7IVPWO7D32R06OR6,focus,40094,off,1446152396652
A1BIJGB7XA0GME:3ZSY5X72NYTCOF7IVPWO7D32R06OR6,focus,7534,on,1446152404186
A1BIJGB7XA0GME:3ZSY5X72NYTCOF7IVPWO7D32R06OR6,focus,204251,off,1446152608437
A1CLN0O9CKVYMO:3RYC5T2D74BU9FJJAP93WD8S155PRR,initialized,0,,1446152649911
A1CLN0O9CKVYMO:3RYC5T2D74BU9FJJAP93WD8S155PRR,window_resize,0,"[1024, 768]",1446152649911
A1CLN0O9CKVYMO:3RYC5T2D74BU9FJJAP93WD8S155PRR,window_resize,83203,"[840, 812]",1446152733114
A1CLN0O9CKVYMO:3RYC5T2D74BU9FJJAP93WD8S155PRR,window_resize,32165,"[1397, 812]",1446152765279
A1CLN0O9CKVYMO:3RYC5T2D74BU9FJJAP93WD8S155PRR,window_resize,199110,"[840, 812]",1446152964389
A1CLN0O9CKVYMO:3RYC5T2D74BU9FJJAP93WD8S155PRR,focus,853282,off,1446153817671
A1CLN0O9CKVYMO:3RYC5T2D74BU9FJJAP93WD8S155PRR,focus,3550,on,1446153821221
A1CLN0O9CKVYMO:3RYC5T2D74BU9FJJAP93WD8S155PRR,focus,81666,off,1446153902887
A1CLN0O9CKVYMO:3RYC5T2D74BU9FJJAP93WD8S155PRR,focus,17087,on,1446153919974
A1CLN0O9CKVYMO:3RYC5T2D74BU9FJJAP93WD8S155PRR,focus,551120,off,1446154471094
A1CLN0O9CKVYMO:3RYC5T2D74BU9FJJAP93WD8S155PRR,focus,18156,on,1446154489250
A1DY3EW6Q0B5K5:34S9DKFK74733VJS85O50KWU4DJNYV,initialized,0,,1446152982506
A1DY3EW6Q0B5K5:34S9DKFK74733VJS85O50KWU4DJNYV,window_resize,0,"[1024, 768]",1446152982506
A1DY3EW6Q0B5K5:34S9DKFK74733VJS85O50KWU4DJNYV,window_resize,44068,"[834, 813]",1446153026574
A1DY3EW6Q0B5K5:34S9DKFK74733VJS85O50KWU4DJNYV,window_resize,1920,"[1920, 999]",1446153028494
A1DY3EW6Q0B5K5:34S9DKFK74733VJS85O50KWU4DJNYV,window_resize,19120,"[834, 813]",1446153047614
A1DY3EW6Q0B5K5:34S9DKFK74733VJS85O50KWU4DJNYV,focus,26295,off,1446153073909
A1DY3EW6Q0B5K5:34S9DKFK74733VJS85O50KWU4DJNYV,focus,4090,on,1446153077999
A1DY3EW6Q0B5K5:34S9DKFK74733VJS85O50KWU4DJNYV,window_resize,57969,"[1016, 813]",1446153135968
A1DY3EW6Q0B5K5:34S9DKFK74733VJS85O50KWU4DJNYV,window_resize,114014,"[834, 813]",1446153249982
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,initialized,0,,1446146076594
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,window_resize,0,"[1024, 705]",1446146076594
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,focus,16338,off,1446146092932
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,focus,58063,on,1446146150995
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,window_resize,39188,"[1366, 677]",1446146190183
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,window_resize,12003,"[834, 661]",1446146202186
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,window_resize,2440,"[1366, 677]",1446146204626
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,window_resize,12846,"[834, 661]",1446146217472
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,focus,50468,off,1446146267940
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,focus,5755,on,1446146273695
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,focus,72781,off,1446146346476
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,focus,6538,on,1446146353014
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,focus,7568,off,1446146360582
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,focus,6011,on,1446146366593
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,focus,2804,off,1446146369397
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,focus,4099,on,1446146373496
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,focus,34554,off,1446146408050
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,focus,9633,on,1446146417683
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,focus,7885,off,1446146425568
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,focus,14182,on,1446146439750
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,focus,4223,off,1446146443973
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,focus,1455,on,1446146445428
A1EAEZ7VIHKQ2:3Z7EFSHGNAWVCMWREJTP1VV9332CXN,focus,56237,off,1446146501665
A1FLNAFLLO3UPK:3FDJT1UU75Q4T1O50QRSXVHXFD8K55,initialized,0,,1446152219374
A1FLNAFLLO3UPK:3FDJT1UU75Q4T1O50QRSXVHXFD8K55,window_resize,0,"[1024, 768]",1446152219374
A1FLNAFLLO3UPK:3FDJT1UU75Q4T1O50QRSXVHXFD8K55,window_resize,33036,"[834, 813]",1446152252410
A1FLNAFLLO3UPK:3FDJT1UU75Q4T1O50QRSXVHXFD8K55,focus,384244,off,1446152636654
A1IZGLH8YSAOVF:3KGTPGBS6Y3QX0AUCLTW5BNJXUEU2A,initialized,0,,1446150098237
A1IZGLH8YSAOVF:3KGTPGBS6Y3QX0AUCLTW5BNJXUEU2A,window_resize,0,"[1024, 768]",1446150098237
A1IZGLH8YSAOVF:3KGTPGBS6Y3QX0AUCLTW5BNJXUEU2A,focus,248,on,1446150098485
